player,score
theodor,484
bob,426
thomas,468
quinton,93
rakhilaa,117
bill,379
vassilis,405
bill,385
rakhilaa,331
rahul,236
theodor,471
vassilis,314
quinton,8
bill,170
theodor,112
guy,381
thomas,263
rahul,178
bob,415
theodor,38
quinton,134
bill,488
rahul,76
rahul,103
ben,497
guy,480
theodor,5
guy,399
vassilis,200
theodor,284
thomas,203
vassilis,17
guy,377
vassilis,434
ben,30
rahul,298
thomas,153
quinton,77
bob,411
bill,259
bill,78
rahul,210
vassilis,87
thomas,349
bill,323
ben,268
rakhilaa,86
bill,150
bob,40
theodor,363
thomas,81
quinton,141
vassilis,329
thomas,466
guy,275
theodor,329
theodor,56
bill,65
quinton,69
quinton,172
rakhilaa,2
vassilis,179
rakhilaa,470
ben,348
thomas,35
ben,63
rahul,188
bill,133
rakhilaa,12
vassilis,96
ben,366
ben,373
guy,104
ben,276
rahul,29
quinton,4
guy,9
guy,438
guy,485
theodor,491
rahul,127
bill,219
rahul,13
rakhilaa,199
vassilis,155
bill,265
rahul,240
guy,397
theodor,426
guy,372
ben,255
thomas,21
rahul,317
rahul,267
rakhilaa,110
bill,198
guy,374
bill,268
vassilis,2
rahul,96
rahul,36
quinton,382
guy,26
guy,392
guy,323
ben,19
rahul,470
rakhilaa,387
rakhilaa,192
ben,121
ben,480
bill,310
rahul,318
theodor,346
vassilis,473
rahul,215
quinton,114
ben,250
bill,178
thomas,377
guy,361
rakhilaa,460
rahul,182
theodor,447
ben,409
ben,482
theodor,89
rakhilaa,230
vassilis,201
ben,282
theodor,471
quinton,105
rakhilaa,156
ben,226
thomas,374
thomas,261
quinton,9
ben,74
theodor,383
guy,131
guy,369
vassilis,162
guy,420
vassilis,293
rakhilaa,154
bill,102
rahul,125
rakhilaa,144
guy,356
theodor,243
theodor,437
bill,109
guy,211
bill,13
guy,210
quinton,500
ben,54
thomas,326
rakhilaa,492
bob,498
ben,67
thomas,28
rakhilaa,176
thomas,235
bob,325
theodor,389
guy,166
quinton,138
theodor,377
ben,214
rahul,13
bob,94
bob,44
rahul,441
guy,421
bob,363
bob,413
quinton,42
rahul,70
theodor,50
thomas,110
thomas,276
theodor,28
ben,358
rakhilaa,469
thomas,344
rahul,128
thomas,349
thomas,118
rakhilaa,191
ben,488
theodor,407
bill,208
ben,363
guy,272
quinton,223
ben,128
quinton,246
rakhilaa,413
thomas,334
rahul,292
ben,375
ben,165
guy,313
rahul,139
ben,97
rakhilaa,394
rakhilaa,294
thomas,404
bill,327
bill,239
guy,233
rakhilaa,207
guy,484
rakhilaa,141
ben,94
thomas,406
quinton,295
vassilis,335
bob,70
vassilis,413
thomas,464
bill,271
vassilis,41
rakhilaa,183
quinton,70
rakhilaa,409
theodor,436
ben,284
theodor,322
quinton,327
rahul,287
rakhilaa,352
bob,139
thomas,196
guy,112
bob,79
theodor,354
rahul,462
theodor,70
bob,214
bob,489
ben,417
quinton,87
rahul,477
rakhilaa,324
rahul,196
ben,497
ben,278
bill,218
guy,126
guy,159
thomas,313
ben,474
bob,298
thomas,17
vassilis,62
bob,108
bill,186
thomas,45
vassilis,280
quinton,91
guy,147
bill,154
thomas,287
theodor,310
quinton,343
guy,338
rakhilaa,317
rakhilaa,484
guy,15
quinton,279
bill,369
bill,353
vassilis,481
bill,258
ben,15
bill,252
bob,63
rahul,395
thomas,336
quinton,342
thomas,209
quinton,127
theodor,28
theodor,251
rahul,334
ben,66
vassilis,210
ben,407
rahul,162
thomas,200
bob,413
rakhilaa,63
quinton,486
rakhilaa,87
rakhilaa,363
guy,325
bob,316
thomas,20
bill,281
vassilis,476
rakhilaa,237
theodor,369
ben,13
bob,425
thomas,1
ben,436
rahul,459
quinton,121
bob,125
guy,254
rahul,114
thomas,164
thomas,305
thomas,31
thomas,495
rakhilaa,23
bill,222
bill,111
bill,234
rahul,498
bill,255
bob,198
bill,243
vassilis,257
rahul,331
ben,67
ben,9
bill,211
vassilis,268
quinton,476
quinton,112
ben,401
quinton,30
rakhilaa,243
ben,29
guy,219
ben,484
ben,44
thomas,4
theodor,497
vassilis,144
theodor,2
bob,20
guy,155
thomas,47
ben,325
rakhilaa,448
vassilis,251
rakhilaa,360
guy,331
rahul,65
rakhilaa,106
guy,205
quinton,396
quinton,339
guy,205
bob,436
theodor,235
rahul,461
ben,154
quinton,148
rahul,500
vassilis,37
ben,8
guy,69
rakhilaa,436
rakhilaa,398
bob,191
guy,150
ben,279
guy,172
ben,55
rakhilaa,498
bill,431
ben,14
vassilis,396
thomas,407
bill,28
bill,406
vassilis,135
theodor,308
rahul,66
guy,119
theodor,53
guy,79
theodor,459
ben,468
bob,220
quinton,239
bob,261
theodor,146
bob,212
quinton,204
guy,479
vassilis,300
quinton,409
bob,215
rakhilaa,403
bill,300
rahul,341
thomas,270
ben,289
rakhilaa,366
guy,473
rahul,494
theodor,125
bill,361
vassilis,406
ben,254
vassilis,115
rakhilaa,481
quinton,96
rakhilaa,97
rakhilaa,276
vassilis,244
quinton,276
guy,252
bob,51
rakhilaa,312
thomas,284
bob,285
rakhilaa,151
rakhilaa,1
bob,195
bill,96
guy,131
quinton,128
ben,59
quinton,31
rakhilaa,104
rakhilaa,315
rahul,228
rahul,150
quinton,22
bill,448
thomas,30
rakhilaa,450
theodor,286
thomas,126
ben,250
ben,473
thomas,360
guy,41
rahul,319
thomas,256
bill,370
ben,131
rakhilaa,135
theodor,244
theodor,182
guy,204
rakhilaa,445
rakhilaa,255
guy,363
theodor,402
bill,360
theodor,267
vassilis,259
rahul,179
thomas,470
vassilis,57
vassilis,229
vassilis,247
rakhilaa,43
rahul,407
ben,238
bill,499
theodor,487
bob,144
bob,168
theodor,311
rahul,203
rahul,143
bill,457
rakhilaa,213
guy,481
rakhilaa,106
vassilis,422
vassilis,397
bob,297
quinton,419
rahul,498
thomas,246
ben,456
rahul,292
ben,482
ben,372
bob,473
bill,380
bill,22
guy,162
quinton,208
thomas,227
theodor,58
thomas,46
bill,454
bob,251
rakhilaa,239
rakhilaa,295
quinton,2
quinton,313
vassilis,75
bill,479
bob,429
guy,194
quinton,77
theodor,441
rakhilaa,242
rahul,288
rahul,380
bill,36
guy,23
thomas,132
rakhilaa,455
rahul,220
theodor,119
rakhilaa,223
theodor,316
bob,271
rakhilaa,152
theodor,34
vassilis,489
ben,325
bill,351
rahul,160
rahul,275
rahul,450
quinton,467
rakhilaa,334
rakhilaa,198
theodor,268
bill,277
rahul,294
bob,474
theodor,86
rakhilaa,434
rakhilaa,382
rakhilaa,456
guy,453
rahul,283
bill,262
vassilis,378
thomas,189
quinton,86
theodor,16
quinton,169
rakhilaa,308
vassilis,316
bob,11
theodor,116
guy,250
vassilis,218
ben,16
bill,219
quinton,121
bill,332
theodor,298
theodor,179
rakhilaa,15
vassilis,392
vassilis,263
ben,54
rakhilaa,132
thomas,84
guy,135
bob,418
theodor,268
guy,202
thomas,401
quinton,15
guy,26
quinton,75
bill,38
thomas,89
bob,78
bob,333
ben,188
thomas,92
theodor,130
theodor,36
bill,451
vassilis,133
rahul,485
ben,25
bob,424
bill,177
bob,387
rahul,417
quinton,118
bill,123
bob,376
bob,391
guy,426
rahul,241
theodor,80
ben,396
bob,339
quinton,102
thomas,258
vassilis,438
quinton,112
guy,18
thomas,48
ben,190
rakhilaa,372
rahul,244
quinton,372
vassilis,86
ben,27
bill,308
quinton,17
quinton,317
guy,47
quinton,37
guy,26
bob,293
bob,398
theodor,98
theodor,209
bill,315
guy,261
guy,283
bill,157
bill,287
theodor,229
ben,431
bob,484
rahul,380
rakhilaa,482
rakhilaa,16
theodor,455
guy,224
ben,467
bill,51
ben,330
theodor,100
thomas,421
rahul,150
rakhilaa,28
guy,493
bill,220
rakhilaa,483
bill,405
quinton,471
ben,429
rakhilaa,410
thomas,75
theodor,159
theodor,40
thomas,356
theodor,369
ben,63
bill,126
thomas,190
bill,181
theodor,288
bob,374
ben,7
bob,216
vassilis,439
rakhilaa,193
rahul,24
bob,233
vassilis,266
ben,434
theodor,264
rahul,302
rakhilaa,49
vassilis,395
theodor,305
theodor,331
bill,8
thomas,334
rahul,161
thomas,440
theodor,367
bob,22
bill,474
thomas,267
